cell_id,centroid_lat,centroid_lon,suitability_score,rank,confidence,contrib_wind_speed,contrib_dist_transmission_km,contrib_demand_proxy,contrib_dist_substation_km,contrib_slope_deg,contrib_inside_rez
S28.186_E148.486,-28.18625,148.48625,,,medium,,,,,,
S28.186_E148.536,-28.18625,148.53625000000002,,,medium,,,,,,
S28.186_E148.586,-28.18625,148.58625000000004,,,medium,,,,,,
S28.186_E148.636,-28.18625,148.63625000000002,,,medium,,,,,,
S28.186_E148.686,-28.18625,148.68625000000003,,,medium,,,,,,
S28.186_E148.736,-28.18625,148.73625,,,medium,,,,,,
S28.186_E148.786,-28.18625,148.78625000000002,,,medium,,,,,,
S28.186_E148.836,-28.18625,148.83625000000004,,,medium,,,,,,
S28.186_E148.886,-28.18625,148.88625000000002,,,medium,,,,,,
S28.186_E148.936,-28.18625,148.93625000000003,,,medium,,,,,,
S28.186_E148.986,-28.18625,148.98625,,,medium,,,,,,
S28.186_E149.036,-28.18625,149.03625000000002,,,medium,,,,,,
S28.186_E149.086,-28.18625,149.08625000000004,,,medium,,,,,,
S28.186_E149.136,-28.18625,149.13625000000002,,,medium,,,,,,
S28.186_E149.186,-28.18625,149.18625000000003,,,medium,,,,,,
S28.186_E149.236,-28.18625,149.23625,,,medium,,,,,,
S28.186_E149.286,-28.18625,149.28625000000002,,,medium,,,,,,
S28.186_E149.336,-28.18625,149.33625000000004,,,medium,,,,,,
S28.186_E149.386,-28.18625,149.38625000000002,,,medium,,,,,,
S28.186_E149.436,-28.18625,149.43625000000003,,,medium,,,,,,
S28.186_E149.486,-28.18625,149.48625,,,medium,,,,,,
S28.186_E149.536,-28.18625,149.53625000000002,,,medium,,,,,,
S28.186_E149.586,-28.18625,149.58625000000004,,,medium,,,,,,
S28.186_E149.636,-28.18625,149.63625000000002,,,medium,,,,,,
S28.186_E149.686,-28.18625,149.68625000000003,,,medium,,,,,,
S28.186_E149.736,-28.18625,149.73625,,,medium,,,,,,
S28.186_E149.786,-28.18625,149.78625000000002,,,medium,,,,,,
S28.186_E149.836,-28.18625,149.83625000000004,,,medium,,,,,,
S28.186_E149.886,-28.18625,149.88625000000002,,,medium,,,,,,
S28.186_E149.936,-28.18625,149.93625000000003,,,medium,,,,,,
S28.186_E149.986,-28.18625,149.98625,,,medium,,,,,,
S28.186_E150.036,-28.18625,150.03625000000002,,,medium,,,,,,
S28.186_E150.086,-28.18625,150.08625000000004,,,medium,,,,,,
S28.186_E150.136,-28.18625,150.13625000000002,,,medium,,,,,,
S28.186_E150.186,-28.18625,150.18625000000003,,,medium,,,,,,
S28.186_E150.236,-28.18625,150.23625,,,medium,,,,,,
S28.186_E150.286,-28.18625,150.28625000000002,,,medium,,,,,,
S28.186_E150.336,-28.18625,150.33625000000004,,,medium,,,,,,
S28.186_E150.386,-28.18625,150.38625000000002,,,medium,,,,,,
S28.186_E150.436,-28.18625,150.43625000000003,,,medium,,,,,,
S28.186_E150.486,-28.18625,150.48625,,,medium,,,,,,
S28.186_E150.536,-28.18625,150.53625000000002,,,medium,,,,,,
S28.186_E150.586,-28.18625,150.58625000000004,,,medium,,,,,,
S28.186_E150.636,-28.18625,150.63625000000002,,,medium,,,,,,
S28.186_E150.686,-28.18625,150.68625000000003,,,medium,,,,,,
S28.186_E150.736,-28.18625,150.73625,,,medium,,,,,,
S28.186_E150.786,-28.18625,150.78625000000002,,,medium,,,,,,
S28.186_E150.836,-28.18625,150.83625000000004,,,medium,,,,,,
S28.186_E150.886,-28.18625,150.88625000000002,,,medium,,,,,,
S28.186_E150.936,-28.18625,150.93625000000003,,,medium,,,,,,
S28.186_E150.986,-28.18625,150.98625,,,medium,,,,,,
S28.186_E151.036,-28.18625,151.03625000000002,,,medium,,,,,,
S28.186_E151.086,-28.18625,151.08625000000004,,,medium,,,,,,
S28.186_E151.136,-28.18625,151.13625000000002,,,medium,,,,,,
S28.186_E151.186,-28.18625,151.18625000000003,,,medium,,,,,,
S28.186_E151.236,-28.18625,151.23625,,,medium,,,,,,
S28.186_E151.286,-28.18625,151.28625000000002,,,medium,,,,,,
S28.186_E151.336,-28.18625,151.33625000000004,,,medium,,,,,,
S28.186_E151.386,-28.18625,151.38625000000002,,,medium,,,,,,
S28.186_E151.436,-28.18625,151.43625000000003,,,medium,,,,,,
S28.186_E151.486,-28.18625,151.48625,,,medium,,,,,,
S28.186_E151.536,-28.18625,151.53625000000002,,,medium,,,,,,
S28.186_E151.586,-28.18625,151.58625000000004,,,medium,,,,,,
S28.186_E151.636,-28.18625,151.63625000000002,,,medium,,,,,,
S28.186_E151.686,-28.18625,151.68625000000003,,,medium,,,,,,
S28.186_E151.736,-28.18625,151.73625,,,medium,,,,,,
S28.186_E151.786,-28.18625,151.78625000000002,,,medium,,,,,,
S28.186_E151.836,-28.18625,151.83625000000004,,,medium,,,,,,
S28.186_E151.886,-28.18625,151.88625000000002,,,medium,,,,,,
S28.186_E151.936,-28.18625,151.93625000000003,,,medium,,,,,,
S28.186_E151.986,-28.18625,151.98625,,,medium,,,,,,
S28.186_E152.036,-28.18625,152.03625000000002,,,medium,,,,,,
S28.186_E152.086,-28.18625,152.08625000000004,,,medium,,,,,,
S28.186_E152.136,-28.18625,152.13625000000002,,,medium,,,,,,
S28.186_E152.186,-28.18625,152.18625000000003,,,medium,,,,,,
S28.186_E152.236,-28.18625,152.23625,,,medium,,,,,,
S28.186_E152.286,-28.18625,152.28625000000002,,,medium,,,,,,
S28.186_E152.336,-28.18625,152.33625000000004,,,medium,,,,,,
S28.186_E152.386,-28.18625,152.38625000000002,,,medium,,,,,,
S28.186_E152.436,-28.18625,152.43625000000003,,,medium,,,,,,
S28.186_E152.486,-28.18625,152.48625,,,medium,,,,,,
S28.186_E152.536,-28.18625,152.53625000000002,,,medium,,,,,,
S28.186_E152.586,-28.18625,152.58625000000004,,,medium,,,,,,
S28.186_E152.636,-28.18625,152.63625000000002,,,medium,,,,,,
S28.186_E152.686,-28.18625,152.68625000000003,,,medium,,,,,,
S28.186_E152.736,-28.18625,152.73625,,,medium,,,,,,
S28.186_E152.786,-28.18625,152.78625000000002,,,medium,,,,,,
S28.186_E152.836,-28.18625,152.83625000000004,,,medium,,,,,,
S28.186_E152.886,-28.18625,152.88625000000002,,,medium,,,,,,
S28.186_E152.936,-28.18625,152.93625000000003,,,medium,,,,,,
S28.186_E152.986,-28.18625,152.98625,,,medium,,,,,,
S28.186_E153.036,-28.18625,153.03625000000002,,,medium,,,,,,
S28.186_E153.086,-28.18625,153.08625000000004,,,medium,,,,,,
S28.186_E153.136,-28.18625,153.13625000000002,,,medium,,,,,,
S28.186_E153.186,-28.18625,153.18625000000003,,,medium,,,,,,
S28.186_E153.236,-28.18625,153.23625,,,medium,,,,,,
S28.186_E153.286,-28.18625,153.28625000000002,,,medium,,,,,,
S28.186_E153.336,-28.18625,153.33625000000004,,,medium,,,,,,
S28.186_E153.386,-28.18625,153.38625000000002,,,medium,,,,,,
S28.186_E153.436,-28.18625,153.43625000000003,,,medium,,,,,,
S28.186_E153.486,-28.18625,153.48625,,,medium,,,,,,
S28.186_E153.536,-28.18625,153.53625000000002,,,medium,,,,,,
S28.186_E153.586,-28.18625,153.58625000000004,,,medium,,,,,,
S28.186_E153.636,-28.18625,153.63625000000002,,,medium,,,,,,
S28.236_E141.036,-28.236250000000005,141.03625000000002,,,medium,,,,,,
S28.236_E141.086,-28.236250000000005,141.08625000000004,,,medium,,,,,,
S28.236_E141.136,-28.236250000000005,141.13625000000002,,,medium,,,,,,
S28.236_E141.186,-28.236250000000005,141.18625000000003,,,medium,,,,,,
S28.236_E141.236,-28.236250000000005,141.23625,,,medium,,,,,,
S28.236_E141.286,-28.236250000000005,141.28625000000002,,,medium,,,,,,
S28.236_E141.336,-28.236250000000005,141.33625000000004,,,medium,,,,,,
S28.236_E141.386,-28.236250000000005,141.38625000000002,,,medium,,,,,,
S28.236_E141.436,-28.236250000000005,141.43625000000003,,,medium,,,,,,
S28.236_E141.486,-28.236250000000005,141.48625,,,medium,,,,,,
S28.236_E141.536,-28.236250000000005,141.53625000000002,,,medium,,,,,,
S28.236_E141.586,-28.236250000000005,141.58625000000004,,,medium,,,,,,
S28.236_E141.636,-28.236250000000005,141.63625000000002,,,medium,,,,,,
S28.236_E141.686,-28.236250000000005,141.68625000000003,,,medium,,,,,,
S28.236_E141.736,-28.236250000000005,141.73625,,,medium,,,,,,
S28.236_E141.786,-28.236250000000005,141.78625000000002,,,medium,,,,,,
S28.236_E141.836,-28.236250000000005,141.83625000000004,,,medium,,,,,,
