cell_id,centroid_lat,centroid_lon,area_km2,wind_speed,wind_confidence,demand_proxy,source_region,demand_confidence,dist_transmission_km,dist_substation_km,dist_connection_km,inside_rez,rez_name,infra_confidence,elevation_m,slope_deg,tri,land_use,protected_area,protected_area_name,geo_confidence,eligible,exclusion_reason,triggered_rules,data_flags,n_missing_features
S28.186_E144.786,-28.18625,144.78625000000002,27.204759104817914,6.25214330792427,valid,1.0,QLD1,high,241.7075863653406,241.68963098610215,,False,,low,,,,,False,,low,False,Missing wind data,missing_wind_data,"Urban-centre data unavailable outside New England REZ coverage (urban_area defaults to False, not confirmed)",4
S28.186_E144.836,-28.18625,144.83625000000004,27.20475910481889,6.103436920642853,valid,1.0,QLD1,high,239.50716272662228,239.48784330666783,,False,,low,,,,,False,,low,False,Missing wind data,missing_wind_data,"Urban-centre data unavailable outside New England REZ coverage (urban_area defaults to False, not confirmed)",4
S28.186_E144.886,-28.18625,144.88625000000002,27.20475910481711,6.254931851625442,valid,1.0,QLD1,high,237.38373035807754,237.36302871686465,,False,,low,,,,,False,,low,False,Missing wind data,missing_wind_data,"Urban-centre data unavailable outside New England REZ coverage (urban_area defaults to False, not confirmed)",4
S28.186_E144.936,-28.18625,144.93625000000003,27.204759104817196,6.295713465213776,valid,1.0,QLD1,high,235.33855464405244,235.31727265818344,,False,,low,,,,,False,,low,False,Missing wind data,missing_wind_data,"Urban-centre data unavailable outside New England REZ coverage (urban_area defaults to False, not confirmed)",4
S28.186_E144.986,-28.18625,144.98625,27.20475910481718,6.141315014362335,valid,1.0,QLD1,high,233.3740308679079,233.3526547282578,,False,,low,,,,,False,,low,False,Missing wind data,missing_wind_data,"Urban-centre data unavailable outside New England REZ coverage (urban_area defaults to False, not confirmed)",4
S28.186_E145.036,-28.18625,145.03625000000002,27.20475910481806,6.139901443719864,valid,1.0,QLD1,high,231.49270522472747,231.47124122662015,,False,,low,,,,,False,,low,False,Missing wind data,missing_wind_data,"Urban-centre data unavailable outside New England REZ coverage (urban_area defaults to False, not confirmed)",4
S28.186_E145.086,-28.18625,145.08625000000004,27.20475910480169,6.304776425361633,valid,1.0,QLD1,high,229.6966223132041,229.67507719393683,,False,,low,,,,,False,,low,False,Missing wind data,missing_wind_data,"Urban-centre data unavailable outside New England REZ coverage (urban_area defaults to False, not confirmed)",4
S28.186_E145.136,-28.18625,145.13625000000002,27.20475910481564,6.383190219402313,valid,1.0,QLD1,high,227.9877970416613,227.96617797985604,,False,,low,,,,,False,,low,False,Missing wind data,missing_wind_data,"Urban-centre data unavailable outside New England REZ coverage (urban_area defaults to False, not confirmed)",4
S28.186_E145.186,-28.18625,145.18625000000003,27.20475910480571,6.408152377605438,valid,1.0,QLD1,high,226.36820577436043,226.34652038608704,,False,,low,,,,,False,,low,False,Missing wind data,missing_wind_data,"Urban-centre data unavailable outside New England REZ coverage (urban_area defaults to False, not confirmed)",4
S28.186_E145.236,-28.18625,145.23625,27.204759104818045,6.430152795314789,valid,1.0,QLD1,high,224.8397771115886,224.81803344301872,,False,,low,,,,,False,,low,False,Missing wind data,missing_wind_data,"Urban-centre data unavailable outside New England REZ coverage (urban_area defaults to False, not confirmed)",4
S28.186_E145.286,-28.18625,145.28625000000002,27.204759104805003,6.470556396245956,valid,1.0,QLD1,high,223.40438237375992,223.38258889014273,,False,,low,,,,,False,,low,False,Missing wind data,missing_wind_data,"Urban-centre data unavailable outside New England REZ coverage (urban_area defaults to False, not confirmed)",4
S28.186_E145.336,-28.18625,145.33625000000004,27.204759104818145,6.561521983146667,valid,1.0,QLD1,high,222.0638258715082,222.0419914423022,,False,,low,,,,,False,,low,False,Missing wind data,missing_wind_data,"Urban-centre data unavailable outside New England REZ coverage (urban_area defaults to False, not confirmed)",4
S28.186_E145.386,-28.18625,145.38625000000002,27.2047591048042,6.591365977525711,valid,1.0,QLD1,high,220.81983505503084,220.7979689350736,,False,,low,,,,,False,,low,False,Missing wind data,missing_wind_data,"Urban-centre data unavailable outside New England REZ coverage (urban_area defaults to False, not confirmed)",4
S28.186_E145.436,-28.18625,145.43625000000003,27.20475910481827,6.626467831134796,valid,1.0,QLD1,high,219.67405064619663,219.65216245285518,,False,,low,,,,,False,,low,False,Missing wind data,missing_wind_data,"Urban-centre data unavailable outside New England REZ coverage (urban_area defaults to False, not confirmed)",4
S28.186_E145.486,-28.18625,145.48625,27.204759104802836,6.625646855831146,valid,1.0,QLD1,high,218.62801686593056,218.6061165522372,,False,,low,,,,,False,,low,False,Missing wind data,missing_wind_data,"Urban-centre data unavailable outside New England REZ coverage (urban_area defaults to False, not confirmed)",4
