dataset_id,category,custodian,endpoint,access_method,format,native_crs,licence,vintage,size_or_count,intended_use,notes
optmining_suitability_score,derived-scoring,Opt-Mining (DERIVED — not custodial data),DATA/integration/optmining_integrated-features_2026_nsw.gpkg,generated by pipeline stage `scoring`,GeoPackage (layer suitability_score) + CSV,EPSG:4326,derived from the licensed inputs listed in each source layer's register,2026,"47,311 rows, 12 columns",Baseline suitability score + rank + per-criterion contributions (S1-10); input to S1-11 shortlist,weights_config_id d20abaef361f2a1c4c7bf251e8d6dadf189a0111526ea7d245d898db04b13f7f; confidence_discount False; generated 2026-09-03T06:45:35+00:00
