dataset_id,category,custodian,endpoint,access_method,format,native_crs,licence,vintage,size_or_count,intended_use,notes
optmining_site_explanations,derived-explanation,Opt-Mining (DERIVED — not custodial data),DATA/scoring/optmining_suitability-score_2026_nsw.gpkg,generated by pipeline stage `explanation`,JSON array + CSV,n/a (cell_id join; no geometry),derived from the licensed inputs listed in each source layer's register,2026,"1,233 records","Deterministic eligible-cell site explanations (S2-06a); consumed by S2-06b (extends), S2-08 get_site_detail and S3-05 site detail",templates_config_id 5fc9bf99e632428cd15847050669a6358aaab06cd98f8d5fa66891867d38107e; weights_config_id d20abaef361f2a1c4c7bf251e8d6dadf189a0111526ea7d245d898db04b13f7f; generated 2026-09-13T09:12:02+00:00
